2,2,0,0,0,0,0,0,0,0,1,2,false
2,2,0,0,0,0,0,0,0,0,2,1,true
5,5,0,0,0,0,0,0,0,0,0,2,false
5,5,0,0,0,0,0,0,0,0,2,0,true
5,5,0,0,0,0,0,0,0,0,0,0,true
5,5,0,0,0,0,0,0,0,0,0,0,true
4,3,2,1,1,1,0,0,1,1,0,0,false
3,4,1,2,1,1,0,0,1,1,0,0,true
3,5,0,0,0,0,1,1,1,1,2,0,true
5,3,0,0,0,0,1,1,1,1,0,2,false
3,0,0,0,0,3,0,0,1,0,0,0,false
0,3,0,0,3,0,0,0,0,1,0,0,true
4,3,1,0,1,0,0,0,0,0,2,1,false
3,4,0,1,0,1,0,0,0,0,1,2,false
0,1,0,0,1,0,0,0,0,0,0,0,true
1,0,0,0,0,1,0,0,0,0,0,0,false
2,2,0,0,0,0,0,0,0,0,1,2,false
2,2,0,0,0,0,0,0,0,0,2,1,true
4,4,0,0,0,0,0,0,0,0,0,0,true
4,4,0,0,0,0,0,0,0,0,0,0,true
5,5,1,1,0,0,0,0,0,0,0,2,false
5,5,1,1,0,0,0,0,0,0,2,0,true
3,5,1,1,0,0,0,0,0,0,0,2,false
5,3,1,1,0,0,0,0,0,0,2,0,false
5,5,1,0,0,0,0,0,0,0,1,2,false
5,5,0,1,0,0,0,0,0,0,2,1,true
0,3,0,0,3,0,0,0,0,0,2,1,true
3,0,0,0,0,3,0,0,0,0,1,2,false
3,3,0,0,0,0,0,0,0,0,2,0,true
3,3,0,0,0,0,0,0,0,0,0,2,false
2,0,0,0,0,2,0,0,0,0,0,0,false
0,2,0,0,2,0,0,0,0,0,0,0,true
5,5,0,0,0,0,0,0,0,0,0,1,true
5,5,0,0,0,0,0,0,0,0,1,0,true
1,1,0,0,0,0,0,0,0,0,0,0,true
1,1,0,0,0,0,0,0,0,0,0,0,true
0,3,0,1,3,0,0,0,0,0,0,0,true
3,0,1,0,0,3,0,0,0,0,0,0,false
4,3,1,1,1,0,1,1,0,0,0,0,false
3,4,1,1,0,1,1,1,0,0,0,0,false
4,4,0,2,0,0,0,0,0,0,0,0,true
4,4,2,0,0,0,0,0,0,0,0,0,false
5,5,2,2,0,0,0,0,0,0,1,2,false
5,5,2,2,0,0,0,0,0,0,2,1,true
4,4,0,0,0,1,0,0,0,0,0,0,false
4,4,0,0,1,0,0,0,0,0,0,0,true
5,1,3,0,0,0,0,0,0,0,0,0,false
1,5,0,3,0,0,0,0,0,0,0,0,true
0,3,0,0,3,0,0,0,0,0,0,0,true
3,0,0,0,0,3,0,0,0,0,0,0,false
4,4,0,4,0,0,0,0,0,0,1,0,true
4,4,4,0,0,0,0,0,0,0,0,1,false
2,2,0,0,0,0,0,0,0,0,0,2,false
2,2,0,0,0,0,0,0,0,0,2,0,true
4,4,0,0,0,0,0,0,0,0,0,0,true
4,4,0,0,0,0,0,0,0,0,0,0,true
3,3,0,2,0,0,0,0,0,0,1,0,true
3,3,2,0,0,0,0,0,0,0,0,1,false
2,2,1,0,0,0,0,0,0,0,0,0,false
2,2,0,1,0,0,0,0,0,0,0,0,true
